,sentence,gold
148,भवति अल्पइन्धनः धातून् सः पचेत् वायुना इरितः अतः हिमे अस्मिन् सेवेत स्वादुअम्ललवणान् रसान्,"{'tokens': ['भवति', 'अल्पइन्धनः', 'धातून्', 'सः', 'पचेत्', 'वायुना', 'इरितः', 'अतः', 'हिमे', 'अस्मिन्', 'सेवेत', 'स्वादुअम्ललवणान्', 'रसान्'], 'compounds': [{'span': ['1', '17'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'बहुव्रीहिः'}, {'span': ['3', '17'], 'label': 'Comp_root'}, {'span': ['4', '17'], 'label': 'No_rel'}, {'span': ['5', '17'], 'label': 'No_rel'}, {'span': ['6', '17'], 'label': 'No_rel'}, {'span': ['7', '17'], 'label': 'No_rel'}, {'span': ['8', '17'], 'label': 'No_rel'}, {'span': ['9', '17'], 'label': 'No_rel'}, {'span': ['10', '17'], 'label': 'No_rel'}, {'span': ['11', '17'], 'label': 'No_rel'}, {'span': ['12', '17'], 'label': 'No_rel'}, {'span': ['13', '14'], 'label': 'कर्मधारयः'}, {'span': ['14', '15'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['15', '17'], 'label': 'Comp_root'}, {'span': ['16', '17'], 'label': 'No_rel'}, {'span': ['17', '0'], 'label': 'root'}]}"
149,दैर्घ्यात् निशानाम् एतर्हि प्रातः एव बुभुक्षितः अवश्यकार्यम् सम्भाव्य यथा उक्तम् शीलयेत् अनु,"{'tokens': ['दैर्घ्यात्', 'निशानाम्', 'एतर्हि', 'प्रातः', 'एव', 'बुभुक्षितः', 'अवश्यकार्यम्', 'सम्भाव्य', 'यथा', 'उक्तम्', 'शीलयेत्', 'अनु'], 'compounds': [{'span': ['1', '13'], 'label': 'No_rel'}, {'span': ['2', '13'], 'label': 'No_rel'}, {'span': ['3', '13'], 'label': 'No_rel'}, {'span': ['4', '13'], 'label': 'No_rel'}, {'span': ['5', '13'], 'label': 'No_rel'}, {'span': ['6', '13'], 'label': 'No_rel'}, {'span': ['7', '13'], 'label': 'No_rel'}, {'span': ['8', '13'], 'label': 'No_rel'}, {'span': ['9', '13'], 'label': 'No_rel'}, {'span': ['10', '13'], 'label': 'No_rel'}, {'span': ['11', '13'], 'label': 'No_rel'}, {'span': ['12', '13'], 'label': 'No_rel'}, {'span': ['13', '0'], 'label': 'root'}]}"
150,वातघ्नतैलैः अभ्यङ्गम् मूर्ध्नि तैलम् विमर्दनम् नियुद्धं कुशलैः सार्धं पादआघातं च युक्तितः (कुर्यात्),"{'tokens': ['वातघ्नतैलैः', 'अभ्यङ्गम्', 'मूर्ध्नि', 'तैलम्', 'विमर्दनम्', 'नियुद्धं', 'कुशलैः', 'सार्धं', 'पादआघातं', 'च', 'युक्तितः', '(कुर्यात्)'], 'compounds': [{'span': ['1', '2'], 'label': 'उपपद-तत्पुरुषः'}, {'span': ['2', '3'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['3', '16'], 'label': 'Comp_root'}, {'span': ['4', '16'], 'label': 'No_rel'}, {'span': ['5', '16'], 'label': 'No_rel'}, {'span': ['6', '16'], 'label': 'No_rel'}, {'span': ['7', '16'], 'label': 'No_rel'}, {'span': ['8', '16'], 'label': 'No_rel'}, {'span': ['9', '16'], 'label': 'No_rel'}, {'span': ['10', '16'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'तृतीया-तत्पुरुषः'}, {'span': ['12', '16'], 'label': 'Comp_root'}, {'span': ['13', '16'], 'label': 'No_rel'}, {'span': ['14', '16'], 'label': 'No_rel'}, {'span': ['15', '16'], 'label': 'No_rel'}, {'span': ['16', '0'], 'label': 'root'}]}"
151,कषायअपहृतस्नेहः ततः स्नातः यथाविधि कुङ्कुमेन सदर्पेण प्रदिग्धः अगुरुधूपितः (भवेत्),"{'tokens': ['कषायअपहृतस्नेहः', 'ततः', 'स्नातः', 'यथाविधि', 'कुङ्कुमेन', 'सदर्पेण', 'प्रदिग्धः', 'अगुरुधूपितः', '(भवेत्)'], 'compounds': [{'span': ['1', '2'], 'label': 'तृतीया-तत्पुरुषः'}, {'span': ['2', '3'], 'label': 'बहुव्रीहिः'}, {'span': ['3', '15'], 'label': 'Comp_root'}, {'span': ['4', '15'], 'label': 'No_rel'}, {'span': ['5', '15'], 'label': 'No_rel'}, {'span': ['6', '7'], 'label': 'अव्ययीभावः'}, {'span': ['7', '15'], 'label': 'Comp_root'}, {'span': ['8', '15'], 'label': 'No_rel'}, {'span': ['9', '15'], 'label': 'No_rel'}, {'span': ['10', '15'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'नञ्-तत्पुरुषः'}, {'span': ['12', '13'], 'label': 'तृतीया-तत्पुरुषः'}, {'span': ['13', '14'], 'label': 'Comp_root'}, {'span': ['14', '15'], 'label': 'अभिहित_कर्ता'}, {'span': ['15', '0'], 'label': 'root'}]}"
152,रसान् स्निग्धान् पलम् पुष्टम् गौडम् अच्छसुराम् सुराम् गोधूमपिष्टमाषइक्षुक्षीरउत्थविकृतीः शुभाः (भजेत्) (च),"{'tokens': ['रसान्', 'स्निग्धान्', 'पलम्', 'पुष्टम्', 'गौडम्', 'अच्छसुराम्', 'सुराम्', 'गोधूमपिष्टमाषइक्षुक्षीरउत्थविकृतीः', 'शुभाः', '(भजेत्)', '(च)'], 'compounds': [{'span': ['1', '18'], 'label': 'No_rel'}, {'span': ['2', '18'], 'label': 'No_rel'}, {'span': ['3', '18'], 'label': 'No_rel'}, {'span': ['4', '18'], 'label': 'No_rel'}, {'span': ['5', '18'], 'label': 'No_rel'}, {'span': ['6', '18'], 'label': 'No_rel'}, {'span': ['7', '18'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['9', '10'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['10', '11'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['11', '12'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['12', '13'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['13', '14'], 'label': 'उपपद-तत्पुरुषः'}, {'span': ['14', '18'], 'label': 'Comp_root'}, {'span': ['15', '18'], 'label': 'No_rel'}, {'span': ['16', '18'], 'label': 'No_rel'}, {'span': ['17', '18'], 'label': 'No_rel'}, {'span': ['18', '0'], 'label': 'root'}]}"
153,नवम् अन्नम् वसाम् तैलम् शौचकार्ये सुखउदकम् प्रावारअजिनकौशेयप्रवेणीकौचवअस्तृतम् (भजेत्) (च),"{'tokens': ['नवम्', 'अन्नम्', 'वसाम्', 'तैलम्', 'शौचकार्ये', 'सुखउदकम्', 'प्रावारअजिनकौशेयप्रवेणीकौचवअस्तृतम्', '(भजेत्)', '(च)'], 'compounds': [{'span': ['1', '16'], 'label': 'No_rel'}, {'span': ['2', '16'], 'label': 'No_rel'}, {'span': ['3', '16'], 'label': 'No_rel'}, {'span': ['4', '16'], 'label': 'No_rel'}, {'span': ['5', '16'], 'label': 'No_rel'}, {'span': ['6', '7'], 'label': 'चतुर्थी-तत्पुरुषः'}, {'span': ['7', '16'], 'label': 'Comp_root'}, {'span': ['8', '9'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['9', '10'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['10', '11'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['11', '12'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['12', '13'], 'label': 'तृतीया-तत्पुरुषः'}, {'span': ['13', '16'], 'label': 'Comp_root'}, {'span': ['14', '16'], 'label': 'No_rel'}, {'span': ['15', '16'], 'label': 'No_rel'}, {'span': ['16', '0'], 'label': 'root'}]}"
154,उष्णस्वभावैः लघुभिः प्रावृतः शयनम् भजेत्,"{'tokens': ['उष्णस्वभावैः', 'लघुभिः', 'प्रावृतः', 'शयनम्', 'भजेत्'], 'compounds': [{'span': ['1', '8'], 'label': 'No_rel'}, {'span': ['2', '8'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['3', '8'], 'label': 'No_rel'}, {'span': ['4', '8'], 'label': 'No_rel'}, {'span': ['5', '8'], 'label': 'No_rel'}, {'span': ['6', '8'], 'label': 'No_rel'}, {'span': ['7', '8'], 'label': 'No_rel'}, {'span': ['8', '0'], 'label': 'root'}]}"
155,युक्त्या अर्ककिरणान् स्वेदम् पादत्राणम् च सर्वदा (भजेत्),"{'tokens': ['युक्त्या', 'अर्ककिरणान्', 'स्वेदम्', 'पादत्राणम्', 'च', 'सर्वदा', '(भजेत्)'], 'compounds': [{'span': ['1', '9'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['3', '9'], 'label': 'Comp_root'}, {'span': ['4', '9'], 'label': 'No_rel'}, {'span': ['5', '9'], 'label': 'No_rel'}, {'span': ['6', '9'], 'label': 'No_rel'}, {'span': ['7', '9'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'No_rel'}, {'span': ['9', '0'], 'label': 'root'}]}"
156,पीवरऊरूस्तनश्रोण्यः समदाः प्रमदाः प्रियाः हरन्ति शीतम् उष्णअङ्ग्यः धूपकुङ्कुमयौवनैः (च),"{'tokens': ['पीवरऊरूस्तनश्रोण्यः', 'समदाः', 'प्रमदाः', 'प्रियाः', 'हरन्ति', 'शीतम्', 'उष्णअङ्ग्यः', 'धूपकुङ्कुमयौवनैः', '(च)'], 'compounds': [{'span': ['1', '2'], 'label': 'बहुव्रीहिः'}, {'span': ['2', '3'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['3', '4'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['4', '16'], 'label': 'Comp_root'}, {'span': ['5', '16'], 'label': 'No_rel'}, {'span': ['6', '16'], 'label': 'No_rel'}, {'span': ['7', '16'], 'label': 'No_rel'}, {'span': ['8', '16'], 'label': 'No_rel'}, {'span': ['9', '16'], 'label': 'No_rel'}, {'span': ['10', '11'], 'label': 'समासः'}, {'span': ['11', '16'], 'label': 'Comp_root'}, {'span': ['12', '13'], 'label': 'समासः'}, {'span': ['13', '14'], 'label': 'समासः'}, {'span': ['14', '16'], 'label': 'Comp_root'}, {'span': ['15', '16'], 'label': 'No_rel'}, {'span': ['16', '0'], 'label': 'root'}]}"
157,अङ्गारतापसन्तप्तगर्भभूवेश्मचारिणः शीतपारुष्यजनितः न दोषः जातु जायते,"{'tokens': ['अङ्गारतापसन्तप्तगर्भभूवेश्मचारिणः', 'शीतपारुष्यजनितः', 'न', 'दोषः', 'जातु', 'जायते'], 'compounds': [{'span': ['1', '2'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['2', '3'], 'label': 'तृतीया-तत्पुरुषः'}, {'span': ['3', '4'], 'label': 'कर्मधारयः'}, {'span': ['4', '5'], 'label': 'सप्तमी-तत्पुरुषः'}, {'span': ['5', '6'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['6', '7'], 'label': 'Comp_root'}, {'span': ['7', '15'], 'label': 'षष्ठीसम्बन्धः'}, {'span': ['8', '9'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['9', '10'], 'label': 'पञ्चमी-तत्पुरुषः'}, {'span': ['10', '15'], 'label': 'Comp_root'}, {'span': ['11', '15'], 'label': 'No_rel'}, {'span': ['12', '15'], 'label': 'No_rel'}, {'span': ['13', '15'], 'label': 'No_rel'}, {'span': ['14', '15'], 'label': 'No_rel'}, {'span': ['15', '0'], 'label': 'root'}]}"
158,अयम् एव विधिः कार्यः शिशिरे अपि विशेषतः,"{'tokens': ['अयम्', 'एव', 'विधिः', 'कार्यः', 'शिशिरे', 'अपि', 'विशेषतः'], 'compounds': [{'span': ['1', '8'], 'label': 'No_rel'}, {'span': ['2', '8'], 'label': 'No_rel'}, {'span': ['3', '8'], 'label': 'No_rel'}, {'span': ['4', '8'], 'label': 'No_rel'}, {'span': ['5', '8'], 'label': 'No_rel'}, {'span': ['6', '8'], 'label': 'No_rel'}, {'span': ['7', '8'], 'label': 'No_rel'}, {'span': ['8', '0'], 'label': 'root'}]}"
159,तदा हि शीतम् अधिकं रौक्ष्यं च आदानकाजलम् (भवति),"{'tokens': ['तदा', 'हि', 'शीतम्', 'अधिकं', 'रौक्ष्यं', 'च', 'आदानकाजलम्', '(भवति)'], 'compounds': [{'span': ['1', '9'], 'label': 'No_rel'}, {'span': ['2', '9'], 'label': 'No_rel'}, {'span': ['3', '9'], 'label': 'No_rel'}, {'span': ['4', '9'], 'label': 'No_rel'}, {'span': ['5', '9'], 'label': 'No_rel'}, {'span': ['6', '9'], 'label': 'No_rel'}, {'span': ['7', '9'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'No_rel'}, {'span': ['9', '0'], 'label': 'root'}]}"
160,कफः चितः हि शिशिरे (अस्ति) वसन्ते अर्कांशुतापितः हत्वा अग्निं कुरुते रोगान् अतः तम् त्वरया जयेत्,"{'tokens': ['कफः', 'चितः', 'हि', 'शिशिरे', '(अस्ति)', 'वसन्ते', 'अर्कांशुतापितः', 'हत्वा', 'अग्निं', 'कुरुते', 'रोगान्', 'अतः', 'तम्', 'त्वरया', 'जयेत्'], 'compounds': [{'span': ['1', '16'], 'label': 'No_rel'}, {'span': ['2', '16'], 'label': 'No_rel'}, {'span': ['3', '16'], 'label': 'No_rel'}, {'span': ['4', '16'], 'label': 'No_rel'}, {'span': ['5', '16'], 'label': 'No_rel'}, {'span': ['6', '16'], 'label': 'No_rel'}, {'span': ['7', '16'], 'label': 'No_rel'}, {'span': ['8', '16'], 'label': 'No_rel'}, {'span': ['9', '16'], 'label': 'No_rel'}, {'span': ['10', '16'], 'label': 'No_rel'}, {'span': ['11', '16'], 'label': 'No_rel'}, {'span': ['12', '16'], 'label': 'No_rel'}, {'span': ['13', '16'], 'label': 'No_rel'}, {'span': ['14', '16'], 'label': 'No_rel'}, {'span': ['15', '16'], 'label': 'No_rel'}, {'span': ['16', '0'], 'label': 'root'}]}"
161,तीक्ष्णैः वमननस्यआद्यैः लघुरूक्षैः च भौजनैः व्यायामउद्वर्तनआघातैः जित्वा श्लेष्माणम् उल्बणम्,"{'tokens': ['तीक्ष्णैः', 'वमननस्यआद्यैः', 'लघुरूक्षैः', 'च', 'भौजनैः', 'व्यायामउद्वर्तनआघातैः', 'जित्वा', 'श्लेष्माणम्', 'उल्बणम्'], 'compounds': [{'span': ['1', '15'], 'label': 'No_rel'}, {'span': ['2', '15'], 'label': 'No_rel'}, {'span': ['3', '15'], 'label': 'No_rel'}, {'span': ['4', '15'], 'label': 'No_rel'}, {'span': ['5', '6'], 'label': 'कर्मधारयः'}, {'span': ['6', '15'], 'label': 'Comp_root'}, {'span': ['7', '15'], 'label': 'No_rel'}, {'span': ['8', '15'], 'label': 'No_rel'}, {'span': ['9', '10'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['10', '11'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['11', '15'], 'label': 'Comp_root'}, {'span': ['12', '15'], 'label': 'No_rel'}, {'span': ['13', '15'], 'label': 'No_rel'}, {'span': ['14', '15'], 'label': 'No_rel'}, {'span': ['15', '0'], 'label': 'root'}]}"
